Date,Open,High,Low,Close,Adj Close,Volume
108,84817.59,84817.59,84210.0,84588.43,84588.43,1.76
109,84747.0,84867.0,84490.0,84556.43,84556.43,1.87
110,84721.0,84867.0,84635.0,84708.28,84708.28,1.88
111,84845.0,84850.0,84441.0,84541.44,84541.44,1.75
112,84729.0,84865.0,84610.0,84675.0,84675.0,1.8
113,84732.0,84774.48,84272.08,84448.44,84448.44,1.88
114,84448.44,84448.44,83929.29,84175.06,84175.06,1.87
114,83928.29,83957.31,83610.58,83927.6,83927.6,1.97
115,83882.21,83927.18,83572.49,83646.81,83646.81,1.84
11,83724.74,83839.0,83614.92,83765.84,83765.84,1.91
116,83545.23,83973.12,83545.23,83908.28,83908.28,2.05
118,83839.0,83911.99,83637.0,83853.99,83853.99,1.62
12,83853.99,83916.94,83711.0,83784.41,83784.41,1.68
120,83851.0,83900.0,83635.0,83822.21,83822.21,1.67
120,83738.0,83788.0,83582.0,83665.32,83665.32,1.68
120,83665.32,83763.0,83608.25,83659.42,83659.42,1.43
120,83659.42,83659.42,83190.75,83383.14,83383.14,1.81
121,83186.44,83237.49,82927.0,82931.93,82931.93,1.84
122,82931.93,82932.0,82695.22,82785.1,82785.1,1.25
123,82785.1,82785.4,82172.51,82448.05,82448.05,1.56
124,82448.05,82687.56,82319.22,82429.2,82429.2,1.26
126,82319.22,82687.03,82124.97,82685.13,82685.13,1.49
127,82685.13,82935.0,82593.28,82884.59,82884.59,1.36
128,82884.59,82884.59,82315.29,82588.94,82588.94,1.52
129,82588.94,82633.0,82329.29,82462.73,82462.73,1.24
130,82338.41,82467.53,8192.19,820.0,820.0,1.26
130,829.0,829.3,821.3,827.1,827.1,1.25
131,824.88,830.36,823.68,829.09,829.09,1.25
132,827.35,827.64,821.37,824.04,824.04,1.26
133,824.0,824.0,818.62,822.14,822.14,1.18
134,824.0,829.83,823.38,829.08,829.08,1.51
135,827.0,829.92,821.16,827.63,827.63,1.71
136,827.12,829.84,823.82,827.59,827.59,1.36
137,829.04,829.16,824.44,828.19,828.19,1.04
139,827.29,829.41,821.91,828.49,828.49,1.06
141,828.96,829.8,821.23,828.21,828.21,1.07
143,827.06,829.84,826.05,828.84,828.84,1.04
144,829.76,829.77,825.64,828.11,828.11,1.17
145,828.8,829.88,825.62,828.64,828.64,1.05
147,827.0,827.0,821.67,824.07,824.07,1.21
148,825.0,829.52,823.33,825.38,825.38,1.07
149,828.0,829.0,821.0,827.3,827.3,1.07
150,827.0,829.0,824.32,826.05,826.05,1.11
151,826.05,828.86,821.63,822.78,822.78,1.17
152,823.0,827.0,821.01,824.31,824.31,1.04
153,825.0,825.88,816.26,823.44,823.44,1.55
154,824.0,827.94,821.31,824.61,824.61,1.46
155,825.5,829.22,823.0,826.17,826.17,1.43
156,827.65,827.8,821.62,824.06,824.06,1.39
157,824.01,824.13,818.69,822.11,822.11,1.39
158,822.11,829.32,820.78,824.82,824.82,1.47
159,824.82,828.0,824.0,827.63,827.63,1.25
160,827.63,828.0,821.69,824.04,824.04,1.52
161,824.04,824.42,818.42,822.5,822.5,1.63
162,823.78,827.0,820.72,821.61,821.61,1.56
163,824.0,824.0,813.83,819.48,819.48,1.97
164,819.48,821.08,815.03,816.26,816.26,1.52
165,819.18,819.4,812.73,814.07,814.07,1.54
166,813.84,816.27,812.67,814.16,814.16,1.05
167,812.0,817.86,810.92,815.0,815.0,1.06
168,816.27,816.57,811.21,813.05,813.05,1.09
169,810.94,813.18,805.92,809.76,809.76,1.07
170,807.93,812.07,800.92,806.05,806.05,1.07
172,806.71,808.58,801.69,805.0,805.0,1.07
173,804.68,807.0,802.01,804.48,804.48,1.06
174,807.23,808.0,800.91,804.58,804.58,1.17
175,808.17,809.76,806.46,809.02,809.02,1.38
176,809.51,812.0,808.05,809.76,809.76,1.39
177,809.76,811.0,807.05,808.29,808.29,1.07
178,810.0,810.0,805.04,809.46,809.46,1.12
179,807.0,808.78,800.8,801.87,801.87,1.27
180,803.21,804.21,798.63,802.16,802.16,1.28
182,804.0,804.25,801.33,803.48,803.48,1.06
183,804.0,806.0,800.31,801.41,801.41,1.07
184,804.0,804.8,802.05,802.26,802.26,1.07
186,802.05,807.21,801.35,805.0,805.0,1.04
187,804.08,804.25,797.65,801.65,801.65,1.18
188,803.27,803.48,798.63,802.18,802.18,1.05
189,803.0,803.0,798.63,799.73,799.73,1.09
190,799.3,801.26,796.53,800.0,800.0,1.14
191,800.51,801.0,796.02,797.75,797.75,1.17
192,797.75,799.95,796.28,797.75,797.75,1.05
193,797.75,797.75,794.3,796.82,796.82,1.27
194,795.8,796.0,790.22,791.04,791.04,2.04
195,792.32,792.95,788.61,791.73,791.73,2.39
196,793.05,799.05,792.2,795.82,795.82,2.63
197,797.85,798.95,792.79,798.56,798.56,2.08
199,797.05,797.55,794.48,796.15,796.15,2.09
201,797.05,797.55,790.27,791.27,791.27,2.23
203,793.92,794.95,789.36,792.42,792.42,2.44
206,792.08,795.75,790.92,792.62,792.62,1.64
207,794.0,794.0,790.01,791.82,791.82,2.02
209,791.52,792.24,788.42,790.23,790.23,1.73
210,790.26,794.76,787.84,794.16,794.16,2.06
211,793.21,798.5,789.01,791.37,791.37,2.52
212,792.64,795.44,789.48,791.73,791.73,2.19
213,790.46,794.46,788.62,794.08,794.08,1.67
214,793.05,793.21,787.22,789.95,789.95,1.78
215,790.66,790.85,784.68,786.24,786.24,2.29
216,784.29,786.53,779.06,782.83,782.83,2.66
217,784.0,791.05,782.9,789.19,789.19,2.15
218,788.94,794.1,787.51,793.81,793.81,1.69
219,794.08,796.25,788.52,789.22,789.22,1.52
220,790.8,790.81,785.36,788.69,788.69,1.18
221,787.96,791.8,781.91,784.69,784.69,1.54
222,787.35,787.51,770.58,774.71,774.71,1.71
223,773.76,775.76,769.22,770.42,770.42,1.29
224,771.66,775.28,768.62,771.43,771.43,1.12
225,774.33,776.45,770.62,771.45,771.45,1.07
226,774.96,779.67,773.52,775.04,775.04,1.22
227,774.15,776.88,771.35,772.92,772.92,1.11
228,773.76,775.99,769.12,772.25,772.25,1.08
230,774.52,780.33,773.27,780.24,780.24,1.69
231,781.57,784.98,778.59,781.77,781.77,1.96
232,778.8,779.45,771.27,774.95,774.95,1.97
233,772.5,777.25,770.9,771.54,771.54,1.42
234,770.42,774.53,768.15,772.89,772.89,1.45
235,774.95,780.0,773.95,779.68,779.68,1.63
236,779.12,783.0,777.65,782.48,782.48,1.47
237,777.94,779.12,773.22,776.02,776.02,1.48
238,774.21,774.37,768.21,771.48,771.48,1.37
239,771.48,772.85,768.69,770.49,770.49,1.12
240,768.0,774.72,766.52,774.31,774.31,1.16
241,774.31,776.0,771.42,772.77,772.77,1.08
242,773.12,777.27,771.65,774.88,774.88,1.09
243,775.52,777.76,773.51,775.48,775.48,1.17
244,776.96,778.57,775.12,777.85,777.85,1.21
245,777.85,782.66,777.85,781.29,781.29,1.55
246,781.04,781.28,775.52,777.82,777.82,1.35
247,780.76,780.88,770.76,771.6,771.6,1.76
248,774.32,779.61,773.12,777.32,777.32,1.46
249,777.32,780.03,771.91,774.18,774.18,1.49
250,771.7,773.33,768.52,770.44,770.44,1.22
251,772.08,774.42,769.08,771.8,771.8,1.07
252,770.82,771.57,765.52,769.14,769.14,1.07
253,767.7,769.82,762.96,767.62,767.62,1.16
254,768.13,768.65,764.52,765.06,765.06,1.05
255,766.67,767.51,759.14,766.55,766.55,1.67
256,766.55,767.0,763.27,764.77,764.77,1.18
257,766.42,766.55,760.67,761.24,761.24,1.09
258,757.79,763.52,757.51,761.43,761.43,1.17
259,760.08,760.45,755.03,756.48,756.48,1.27
260,758.68,759.76,753.58,757.22,757.22,1.21
261,757.76,757.98,754.85,757.26,757.26,1.02
262,757.26,757.51,752.68,755.2,755.2,1.15
263,754.84,756.97,753.51,755.2,755.2,1.06
264,756.67,758.0,754.28,757.47,757.47,1.14
265,757.22,757.51,752.68,755.2,755.2,1.04
266,755.2,755.2,751.01,753.02,753.02,1.06
267,754.26,756.25,751.26,754.25,754.25,1.08
268,751.14,754.26,750.85,752.64,752.64,1.07
269,755.18,755.27,751.02,753.75,753.75,1.07
271,753.2,753.2,747.62,750.8,750.8,1.11
273,748.52,750.97,746.3,749.31,749.31,1.09
274,749.61,751.2,746.26,749.82,749.82,1.05
276,750.54,754.62,748.62,751.29,751.29,1.06
277,752.26,755.22,751.57,754.52,754.52,1.04
278,754.52,754.52,749.02,752.62,752.62,1.16
279,753.33,759.0,751.57,755.84,755.84,1.51
280,757.41,758.43,751.93,757.35,757.35,1.39
281,757.35,757.54,754.27,757.11,757.11,1.03
283,755.92,756.0,752.2,753.95,753.95,1.04
284,754.05,754.21,750.86,753.19,753.19,1.05
285,754.33,756.31,752.5,753.26,753.26,1.06
288,755.13,755.71,748.5,750.02,750.02,1.09
289,749.2,749.24,744.32,746.44,746.44,1.07
290,747.52,748.76,741.52,744.75,744.75,1.18
291,743.97,745.0,738.59,743.45,743.45,1.05
292,745.45,748.12,742.69,746.85,746.85,1.06
295,746.76,753.75,744.0,752.27,752.27,1.47
296,755.22,756.31,750.55,754.26,754.26,1.34
297,753.26,758.49,752.01,757.99,757.99,1.37
298,758.0,758.0,754.46,757.14,757.14,1.19
299,755.65,757.43,752.62,754.94,754.94,1.09
301,755.48,756.39,751.56,754.77,754.77,1.14
303,755.28,759.47,753.11,758.93,758.93,1.32
304,759.67,765.47,759.18,761.47,761.47,1.66
305,765.0,768.07,763.9,766.18,766.18,1.57
306,766.18,768.0,762.68,765.99,765.99,1.09
307,765.99,767.08,762.68,764.35,764.35,1.07
308,763.1,767.89,761.5,766.44,766.44,1.07
309,764.5,765.08,755.66,757.38,757.38,1.31
310,757.92,759.53,751.69,757.81,757.81,1.47
311,759.76,764.7,758.95,761.63,761.63,1.56
312,764.23,765.0,757.41,758.72,758.72,1.45
313,759.5,760.17,755.51,757.61,757.61,1.18
314,757.61,759.19,752.71,755.51,755.51,1.17
315,756.49,758.0,751.57,755.84,755.84,1.19
316,754.75,755.0,749.03,752.63,752.63,1.26
317,756.89,759.46,754.22,757.64,757.64,1.55
318,759.1,765.06,758.56,763.94,763.94,1.97
319,764.78,766.45,757.04,757.52,757.52,1.68
320,757.65,757.66,752.03,754.8,754.8,1.31
321,752.05,754.42,749.05,752.62,752.62,1.19
322,753.27,759.05,752.27,755.18,755.18,1.24
323,753.27,758.89,749.16,754.42,754.42,1.24
324,757.15,758.77,752.61,753.48,753.48,1.28
325,753.15,753.48,749.05,751.39,751.39,1.05
326,750.0,753.15,747.18,750.94,750.94,1.06
327,749.18,749.85,745.31,750.94,745.38,1.07
328,745.96,746.49,739.04,740.65,740.65,1.07
330,740.65,745.21,738.49,744.93,744.93,1.07
331,748.75,748.87,741.47,745.77,745.77,1.08
333,745.48,749.61,744.62,747.73,747.73,1.06
334,747.73,747.73,741.47,744.87,744.87,1.06
335,745.0,745.63,740.82,744.14,744.14,1.06
338,745.56,747.99,742.67,743.58,743.58,1.12
340,744.51,747.84,743.58,745.23,745.23,1.07
341,746.79,748.28,741.5,744.91,744.91,1.07
344,745.52,745.52,736.0,742.41,742.41,1.07
347,737.0,744.75,736.55,742.42,742.42,1.07
348,738.0,741.66,736.3,738.01,738.01,1.07
349,738.5,743.96,737.0,742.6,742.6,1.07
350,742.81,742.81,736.14,737.25,737.25,1.07
351,737.25,737.25,733.26,736.87,736.87,1.07
352,735.74,739.8,733.65,735.04,735.04,1.07
353,736.93,738.6,730.58,735.81,735.81,1.14
354,739.0,744.98,738.4,744.8,744.8,1.38
355,744.8,747.0,742.64,743.78,743.78,1.14
356,743.81,744.8,738.27,742.18,742.18,1.08
357,741.37,742.29,737.17,737.22,737.22,1.11
360,735.31,739.76,733.64,735.0,735.0,1.09
361,735.0,737.12,732.6,736.26,736.26,1.07
362,736.26,740.0,734.06,739.69,739.69,1.21
363,739.69,745.49,737.36,743.84,743.84,1.54
364,744.15,745.71,736.82,742.12,742.12,1.57
365,739.88,740.36,730.33,733.94,733.94,2.27
366,729.2,733.66,726.5,729.75,729.75,2.08
367,731.79,732.81,723.22,724.07,724.07,2.17
370,724.27,728.84,716.52,727.22,727.22,2.68
371,731.78,736.69,728.56,736.56,736.56,2.35
372,739.42,742.98,736.34,742.21,742.21,1.69
373,741.0,741.69,735.1,738.01,738.01,1.46
374,735.84,739.84,733.62,735.13,735.13,1.18
375,732.1,735.88,730.85,731.91,731.91,1.21
376,733.95,734.27,724.27,729.33,729.33,1.53
377,732.98,736.14,728.29,735.33,735.33,1.45
378,737.36,737.36,730.8,735.5,735.5,1.17
379,737.0,744.99,735.5,742.77,742.77,1.45
380,743.44,745.0,738.62,741.35,741.35,1.46
381,738.64,741.35,730.9,734.42,734.42,1.67
382,734.25,737.66,731.58,732.52,732.52,1.27
383,733.88,737.2,731.57,732.29,732.29,1.21
384,733.81,734.27,724.71,725.25,725.25,1.57
385,725.25,729.91,718.0,722.84,722.84,2.51
386,726.0,736.35,726.0,733.08,733.08,1.99
387,734.99,741.32,733.08,740.94,740.94,2.11
388,738.62,745.0,737.0,740.94,740.94,1.64
389,740.5,742.28,734.5,735.93,735.93,1.75
390,736.0,736.0,725.5,726.5,726.5,2.06
391,725.3,734.9,719.95,725.2,725.2,2.39
392,729.2,736.0,724.5,733.07,733.07,2.58
393,735.3,739.1,728.4,733.16,733.16,1.97
394,736.35,740.0,730.7,737.49,737.49,2.08
395,736.75,738.44,730.45,737.19,737.19,1.73
396,736.86,745.37,735.0,744.84,744.84,1.87
397,746.0,747.89,741.81,742.52,742.52,1.68
398,738.39,744.5,736.5,741.13,741.13,1.67
399,737.0,744.25,736.3,740.6,740.6,1.48
401,738.49,748.0,737.0,747.95,747.95,1.67
403,748.64,750.0,742.96,744.97,744.97,1.44
405,744.42,747.58,742.62,743.44,743.44,1.19
407,745.0,745.88,739.12,742.75,742.75,1.36
408,743.63,746.55,740.44,741.82,741.82,1.39
410,742.97,748.64,742.17,747.05,747.05,1.37
412,747.25,748.47,744.38,744.92,744.92,1.19
414,744.5,746.55,741.69,744.85,744.85,1.07
416,743.94,744.9,735.64,738.12,738.12,1.52
417,739.0,747.0,738.76,746.85,746.85,1.57
418,746.93,747.0,738.0,741.48,741.48,1.58
420,743.81,746.35,740.46,741.28,741.28,1.05
421,735.4,739.46,732.6,738.12,738.12,1.54
422,739.15,742.84,737.58,742.84,742.84,1.06
423,738.39,740.95,736.16,737.32,737.32,1.07
424,734.52,737.12,733.66,735.04,735.04,1.07
425,735.84,739.55,734.35,738.63,738.63,1.07
427,739.5,744.9,737.58,744.36,744.36,1.07
429,743.84,743.85,734.35,737.14,737.14,1.07
431,735.78,739.4,733.66,735.31,735.31,1.06
433,734.32,736.89,730.44,731.8,731.8,1.07
435,735.0,739.96,732.6,737.73,737.73,1.06
437,736.97,741.67,735.61,741.36,741.36,1.05
441,742.74,742.87,736.3,737.89,737.89,1.17
444,737.89,740.96,735.88,736.11,736.11,1.07
445,733.81,740.0,732.35,739.48,739.48,1.21
446,742.84,743.5,738.19,742.47,742.47,1.31
447,742.97,742.97,737.3,738.62,738.62,1.26
449,737.13,737.71,730.33,735.0,735.0,1.77
450,736.35,736.44,730.32,735.0,735.0,1.61
451,734.32,734.76,728.26,730.73,730.73,1.67
455,731.0,735.87,730.53,735.0,735.0,1.51
456,734.32,735.38,724.87,728.12,728.12,1.86
457,726.7,727.53,716.68,717.55,717.55,2.21
458,719.62,721.0,705.76,706.88,706.88,2.29
460,714.0,715.37,708.42,711.8,711.8,1.77
462,714.36,715.38,705.88,710.16,710.16,1.78
465,710.33,715.0,701.86,714.41,714.41,1.89
467,709.5,710.71,701.85,705.76,705.76,2.32
468,710.58,710.88,701.0,705.88,705.88,1.77
471,709.1,716.07,706.72,713.72,713.72,1.93
472,715.17,715.88,710.28,714.01,714.01,1.46
474,712.49,715.0,710.64,711.16,711.16,1.03
475,710.59,714.61,704.33,705.89,705.89,1.57
476,710.0,710.0,701.63,705.96,705.96,1.74
479,710.9,717.0,701.29,716.95,716.95,2.07
481,717.18,723.76,714.32,722.11,722.11,1.97
483,724.31,730.0,720.43,729.64,729.64,2.14
484,735.9,741.0,733.64,736.05,736.05,2.39
486,739.71,744.9,735.91,744.36,744.36,1.71
487,746.65,747.5,737.0,741.88,741.88,1.72
488,742.0,744.87,738.62,744.18,744.18,1.53
490,747.54,747.55,735.45,738.92,738.92,1.88
492,739.94,744.9,734.46,744.05,744.05,1.64
494,744.83,748.0,741.27,747.77,747.77,1.44
495,745.0,745.89,739.32,742.81,742.81,1.57
496,737.95,744.89,735.1,744.55,744.55,1.72
497,743.94,746.39,738.3,741.64,741.64,1.28
499,740.0,740.15,735.0,736.29,736.29,1.27
501,734.82,735.9,725.62,727.55,727.55,1.74
503,728.1,731.27,722.66,729.25,729.25,1.51
504,731.91,736.09,729.16,735.33,735.33,1.24
505,739.31,741.0,735.05,736.64,736.64,1.57
507,735.5,739.66,732.61,734.23,734.23,1.35
508,730.24,737.82,729.27,736.22,736.22,1.37
510,735.66,737.04,730.17,731.27,731.27,1.43
512,734.07,737.18,730.74,736.07,736.07,1.26
516,734.04,739.86,732.6,738.17,738.17,1.44
518,735.51,747.96,733.52,747.18,747.18,1.89
519,745.49,748.37,742.56,744.62,744.62,1.65
520,746.79,747.59,737.07,741.68,741.68,1.77
524,738.69,741.69,735.37,737.57,737.57,1.27
526,735.32,739.84,732.6,738.12,738.12,1.17
530,739.84,744.75,737.36,744.54,744.54,1.69
531,744.75,746.25,741.31,743.04,743.04,1.06
534,743.54,744.96,739.11,742.5,742.5,1.07
535,741.64,742.25,736.86,737.79,737.79,1.14
538,736.33,744.15,735.1,743.8,743.8,1.46
540,742.97,749.8,741.51,749.0,749.0,1.59
541,746.99,755.14,746.25,753.21,753.21,1.73
542,752.0,752.0,747.27,750.02,750.02,1.23
545,746.97,747.89,736.68,739.52,739.52,2.21
546,740.08,741.0,735.14,737.95,737.95,1.37
547,737.71,744.0,735.88,741.34,741.34,1.56
548,740.0,740.66,734.32,736.37,736.37,1.59
550,734.32,738.0,732.17,734.08,734.08,1.67
553,735.35,739.46,731.37,739.1,739.1,1.71
554,739.51,744.96,737.52,744.5,744.5,1.77
556,744.2,746.0,738.35,740.72,740.72,1.63
557,741.37,741.62,735.03,737.56,737.56,1.39
558,737.32,741.37,735.94,739.02,739.02,1.05
559,737.04,744.05,736.55,743.84,743.84,1.07
561,742.97,746.67,742.22,744.75,744.75,1.07
563,743.65,745.0,739.56,742.62,742.62,1.16
566,738.97,741.97,731.44,737.96,737.96,2.11
567,736.93,744.62,733.4,744.15,744.15,1.79
570,745.75,748.18,744.25,747.54,747.54,1.06
574,746.97,747.25,741.79,744.5,744.5,1.21
578,746.58,749.35,744.5,748.05,748.05,1.06
579,747.52,748.08,741.25,741.69,741.69,1.07
583,741.32,741.69,735.3,741.04,741.04,1.07
587,737.79,738.31,730.37,736.0,736.0,1.24
588,732.61,737.88,730.9,736.05,736.05,1.06
591,739.86,741.96,736.32,740.19,740.19,1.14
593,740.17,745.44,738.64,742.9,742.9,1.26
594,743.75,745.0,738.74,743.39,743.39,1.24
596,742.4,744.8,741.95,742.45,742.45,1.05
597,741.95,743.44,738.62,742.47,742.47,1.06
599,737.74,743.65,732.52,741.44,741.44,1.69
603,742.17,745.8,740.41,745.04,745.04,1.08
605,744.21,746.81,740.59,741.45,741.45,1.14
607,739.04,743.76,738.5,742.46,742.46,1.07
611,741.44,741.45,735.19,737.94,737.94,1.18
614,740.39,744.04,738.6,742.92,742.92,1.04
616,738.1,740.88,736.11,737.14,737.14,1.04
622,738.16,738.61,734.37,735.28,735.28,1.17
625,734.37,737.54,730.79,732.62,732.62,1.31
626,733.0,736.5,730.95,735.08,735.08,1.06
630,734.85,735.35,724.52,725.58,725.58,1.54
632,725.55,729.62,719.44,720.48,720.48,2.09
633,724.21,730.0,718.0,729.65,729.65,2.01
637,734.98,739.8,733.65,735.9,735.9,1.79
640,736.86,738.18,730.25,734.29,734.29,1.67
644,735.62,739.46,730.63,739.43,739.43,1.47
646,739.68,744.0,737.25,742.93,742.93,1.41
647,744.52,745.41,738.63,742.14,742.14,1.34
649,742.66,742.81,735.64,739.74,739.74,1.28
651,737.68,744.0,735.96,740.42,740.42,1.52
656,741.0,745.5,738.57,744.75,744.75,1.31
659,745.75,747.85,740.2,741.99,741.99,1.54
662,740.44,742.95,738.6,742.29,742.29,1.37
666,743.95,744.2,735.64,736.29,736.29,1.54
668,737.71,744.9,737.15,743.04,743.04,1.64
670,741.16,745.32,739.15,744.05,744.05,1.25
672,743.94,747.96,742.99,744.62,744.62,1.19
673,746.49,748.48,743.59,747.53,747.53,1.41
678,745.14,747.54,742.71,745.48,745.48,1.37
684,746.97,747.25,740.95,744.75,744.75,1.41
689,746.58,748.0,741.63,742.94,742.94,1.24
693,742.82,744.0,739.48,743.84,743.84,1.06
695,737.44,740.59,735.51,737.8,737.8,1.07
697,738.84,742.74,736.1,742.03,742.03,1.08
703,740.45,742.99,738.6,742.15,742.15,1.09
708,740.03,745.04,738.76,743.88,743.88,1.07
714,744.15,745.0,739.55,744.52,744.52,1.02
719,745.0,745.52,742.16,744.52,744.52,1.12
725,745.5,746.5,742.15,743.65,743.65,1.07
731,743.97,746.0,739.1,745.14,745.14,1.02
736,741.1,744.3,740.42,741.83,741.83,1.06
743,740.99,743.11,739.06,740.99,740.99,1.16
745,740.96,741.81,737.06,738.09,738.09,1.14
748,739.54,744.75,737.5,744.41,744.41,1.07
753,743.95,743.95,736.44,738.39,738.39,1.06
757,737.85,746.35,737.57,741.4,741.4,1.09
759,741.81,742.95,735.51,736.38,736.38,1.05
762,734.35,737.14,730.95,734.42,734.42,1.07
767,735.0,739.2,733.8,738.43,738.43,1.07
771,736.82,745.41,735.32,744.32,744.32,1.07
779,745.44,748.5,742.52,743.25,743.25,1.11
784,742.21,744.97,739.08,741.67,741.67,1.05
787,741.0,745.93,740.27,745.4,745.4,1.06
789,745.96,747.96,742.82,744.18,744.18,1.12
795,742.42,746.79,740.5,741.29,741.29,1.04
798,737.26,739.85,734.31,738.0,738.0,1.09
804,736.49,744.45,735.25,743.64,743.64,1.08
810,745.0,749.93,743.5,749.65,749.65,1.17
814,749.1,755.0,747.0,751.25,751.25,1.09
817,755.66,756.0,749.0,752.79,752.79,1.21
823,757.38,759.82,754.0,757.42,757.42,1.08
831,757.65,759.46,752.95,759.45,759.45,1.11
840,757.65,758.88,751.52,754.8,754.8,1.09
845,757.15,758.0,751.69,755.5,755.5,1.22
851,756.5,759.15,756.0,758.46,758.46,1.16
851,757.65,759.38,751.36,757.82,757.82,1.08
851,757.77,759.12,751.67,757.95,757.95,1.07
851,757.77,757.95,751.67,755.21,755.21,1.07
852,756.58,757.5,751.27,754.77,754.77,1.07
853,752.0,755.93,751.0,753.91,753.91,1.21
861,754.58,756.0,751.28,755.18,755.18,1.17
865,755.18,757.17,753.0,756.42,756.42,1.08
867,756.15,756.42,750.55,753.1,753.1,1.15
870,753.65,758.06,752.0,753.29,753.29,1.07
872,750.92,754.7,748.65,751.63,751.63,1.07
874,750.5,753.75,748.65,752.12,752.12,1.07
878,749.2,749.85,745.8,747.52,747.52,1.12
882,744.9,745.0,739.4,743.2,743.2,1.14
884,737.33,737.34,731.39,736.2,736.2,1.16
888,739.95,744.97,731.39,736.2,740.94,1.07
890,740.12,741.87,734.61,735.08,735.08,1.18
892,735.08,739.08,733.66,735.93,735.93,1.05
895,739.5,740.96,735.49,736.85,736.85,1.23
898,741.54,745.5,738.59,744.29,744.29,1.56
901,743.24,743.48,734.32,734.32,734.32,1.54
901,734.32,737.89,733.91,735.86,735.86,1.05
902,739.8,743.96,738.34,742.64,742.64,1.22
906,742.81,743.81,735.1,739.0,739.0,1.26
909,737.85,744.3,737.32,741.04,741.04,1.09
910,737.32,738.62,732.68,733.94,733.94,1.15
911,730.22,734.74,725.22,729.27,729.27,1.16
914,729.97,733.0,726.3,727.26,727.26,1.04
916,727.26,730.83,718.63,721.26,721.26,1.79
917,722.66,729.51,718.09,727.0,727.21,1.66
918,731.68,735.17,725.51,730.5,730.5,1.57
921,729.18,733.23,726.52,730.81,730.81,1.29
922,729.91,734.0,727.51,732.19,732.19,1.32
923,735.96,736.48,730.51,735.73,735.73,1.77
924,737.94,744.37,737.05,743.57,743.57,1.87
925,742.09,743.87,739.11,741.38,741.38,1.57
926,741.38,741.64,736.58,737.39,737.39,1.47
927,735.85,744.62,735.0,741.37,741.37,1.73
928,738.69,746.52,738.56,745.27,745.27,1.67
930,745.27,747.85,741.32,742.49,742.49,1.58
931,737.45,744.17,736.0,740.52,740.52,1.59
932,741.5,741.5,734.37,735.95,735.95,1.25
933,734.38,735.95,730.37,733.58,733.58,1.26
934,727.87,734.56,724.3,733.91,733.91,1.73
935,735.9,737.44,732.35,734.32,734.32,1.17
938,734.32,741.0,730.5,740.46,740.46,1.57
939,737.0,737.0,726.67,728.27,728.27,1.74
940,729.6,734.25,725.34,729.85,729.85,1.47
941,726.72,728.12,715.26,716.88,716.88,1.89
942,717.89,724.3,710.51,723.94,723.94,1.79
943,724.0,730.0,721.64,727.05,727.05,1.21
944,730.5,736.25,725.79,731.79,731.79,1.25
945,732.27,736.94,731.27,735.33,735.33,1.06
946,736.32,741.0,733.68,740.06,740.06,1.14
947,736.56,738.74,730.24,734.72,734.72,1.18
948,735.0,735.81,723.22,727.58,727.58,1.41
949,726.97,733.8,721.0,731.5,731.5,1.48
950,731.71,732.89,718.44,724.11,724.11,1.73
951,724.57,729.94,716.51,720.51,720.51,1.51
952,723.94,731.25,721.16,727.79,727.79,1.37
953,725.9,730.99,714.6,715.98,715.98,1.53
954,716.58,725.9,715.05,723.81,723.81,1.54
955,726.49,730.0,715.32,716.45,716.45,1.47
956,714.32,715.63,705.9,711.17,711.17,1.56
957,708.51,710.73,704.0,707.0,707.0,1.59
958,704.57,709.22,703.52,705.08,705.08,1.22
960,706.53,708.44,702.07,704.25,704.25,1.03
961,706.58,708.0,702.05,704.82,704.82,1.05
962,706.58,707.81,701.69,705.1,705.1,1.06
963,704.57,705.08,701.38,703.57,703.57,1.07
964,705.1,705.1,698.69,701.85,701.85,1.09
965,702.08,704.0,699.21,700.23,700.23,1.07
966,702.35,716.31,701.5,714.42,714.42,2.37
967,713.11,720.08,712.29,716.64,716.64,2.01
968,717.39,721.0,714.32,715.07,715.07,1.53
970,715.92,725.95,715.08,725.56,725.56,1.97
971,726.0,733.33,724.26,727.54,727.54,2.47
972,730.0,730.21,714.42,718.22,718.22,2.87
973,719.05,720.6,703.91,705.08,705.08,2.96
974,701.73,711.66,701.5,708.78,708.78,2.04
975,709.5,714.63,703.63,711.88,711.88,2.17
976,709.65,714.07,707.31,712.37,712.37,1.51
977,710.95,713.88,704.1,706.11,706.11,2.08
978,702.63,705.23,696.17,701.7,701.7,2.49
979,696.67,706.07,695.02,703.29,703.29,2.17
980,703.76,717.32,702.04,714.31,714.31,1.71
981,714.31,715.32,705.0,707.04,707.04,1.38
982,710.08,715.0,706.15,707.9,707.9,1.77
983,710.36,710.36,701.85,704.85,704.85,1.79
984,710.38,710.38,700.52,710.18,710.18,1.49
985,708.21,709.01,704.01,708.42,708.42,1.47
986,710.38,714.88,706.96,707.81,707.81,1.51
987,705.85,706.16,698.07,703.8,703.8,1.89
988,705.0,711.0,702.25,708.49,708.49,1.44
989,707.05,708.55,704.15,707.05,707.05,1.04
990,710.11,710.11,705.0,710.04,710.04,1.05
992,709.84,714.72,709.11,711.16,711.16,1.06
994,710.86,710.86,705.35,705.49,705.49,1.07
997,702.25,705.43,699.18,702.69,702.69,1.07
998,703.81,704.27,701.1,702.26,702.26,1.07
1000,705.05,708.49,703.28,704.05,704.05,1.07
